,문제키값,문제,오픈일자,보기순번,보기정보,정답여부,시험지 id,문제 id,assessmentItemID,testId,KnowledgeTag
634,667,다음 중 짜임새가 다른 것은?,20150519,3979,한길,,A080000077,A080077001,A080077001,A080000077,24
635,667,다음 중 짜임새가 다른 것은?,20150519,3980,맞벌이,,A080000077,A080077001,A080077001,A080000077,24
636,666,다음 낱말의 결합형태 상 춘추(나이)와 같은 구조로 된 것은?,20150518,3973,밤낮,정답,A060000158,A060158005,A060158005,A060000158,1458
637,666,다음 낱말의 결합형태 상 춘추(나이)와 같은 구조로 된 것은?,20150518,3974,반달,,A060000158,A060158005,A060158005,A060000158,1458
638,666,다음 낱말의 결합형태 상 춘추(나이)와 같은 구조로 된 것은?,20150518,3975,돌다리,,A060000158,A060158005,A060158005,A060000158,1458
639,666,다음 낱말의 결합형태 상 춘추(나이)와 같은 구조로 된 것은?,20150518,3976,마소,,A060000158,A060158005,A060158005,A060000158,1458
640,665,다음 중 단어의 구조가 다른 것은?,20150515,3969,두부콩,정답,A070000101,A070101006,A070101006,A070000101,9022
641,665,다음 중 단어의 구조가 다른 것은?,20150515,3970,유리창,,A070000101,A070101006,A070101006,A070000101,9022
642,665,다음 중 단어의 구조가 다른 것은?,20150515,3971,보리밥,,A070000101,A070101006,A070101006,A070000101,9022
643,665,다음 중 단어의 구조가 다른 것은?,20150515,3972,비단옷,,A070000101,A070101006,A070101006,A070000101,9022
644,664,단어의 조어법이 다른 것은?,20150514,3965,먹이,,A080000044,A080044005,A080044005,A080000044,4799
645,664,단어의 조어법이 다른 것은?,20150514,3966,앞뒤,정답,A080000044,A080044005,A080044005,A080000044,4799
646,664,단어의 조어법이 다른 것은?,20150514,3967,치솟다,,A080000044,A080044005,A080044005,A080000044,4799
647,664,단어의 조어법이 다른 것은?,20150514,3968,잡히다,,A080000044,A080044005,A080044005,A080000044,4799
648,663,다음 중 합성어가 아닌 것은?,20150513,3961,소나무,,A090000047,A090047005,A090047005,A090000047,2010
649,663,다음 중 합성어가 아닌 것은?,20150513,3962,집안,,A090000047,A090047005,A090047005,A090000047,2010
650,663,다음 중 합성어가 아닌 것은?,20150513,3963,맏아들,정답,A090000047,A090047005,A090047005,A090000047,2010
651,663,다음 중 합성어가 아닌 것은?,20150513,3964,춘추,,A090000047,A090047005,A090047005,A090000047,2010
652,662,단어의 조어법이 다른 것은?,20150512,3957,선머슴,,A080000104,A080104006,A080104006,A080000104,10573
653,662,단어의 조어법이 다른 것은?,20150512,3958,새해,정답,A080000104,A080104006,A080104006,A080000104,10573
654,662,단어의 조어법이 다른 것은?,20150512,3959,마개,,A080000104,A080104006,A080104006,A080000104,10573
655,662,단어의 조어법이 다른 것은?,20150512,3960,지붕,,A080000104,A080104006,A080104006,A080000104,10573
656,661,다음 중 단어의 구성방식이 다른 것은?,20150511,3953,젖먹이,정답,A080000075,A080075001,A080075001,A080000075,4976
657,661,다음 중 단어의 구성방식이 다른 것은?,20150511,3954,첫날밤,,A080000075,A080075001,A080075001,A080000075,4976
658,661,다음 중 단어의 구성방식이 다른 것은?,20150511,3955,눈싸움,,A080000075,A080075001,A080075001,A080000075,4976
659,661,다음 중 단어의 구성방식이 다른 것은?,20150511,3956,디딤돌,,A080000075,A080075001,A080075001,A080000075,4976
660,660,다음 중 파생어인 것은?,20150508,3949,개살구,정답,A080000012,A080012003,A080012003,A080000012,1444
661,660,다음 중 파생어인 것은?,20150508,3950,통조림,,A080000012,A080012003,A080012003,A080000012,1444
662,660,다음 중 파생어인 것은?,20150508,3951,돌다리,,A080000012,A080012003,A080012003,A080000012,1444
663,660,다음 중 파생어인 것은?,20150508,3952,손발,,A080000012,A080012003,A080012003,A080000012,1444
664,659,다음 중 합성어가 아닌 것은?,20150507,3945,볶음밥,,A080000027,A080027003,A080027003,A080000027,4686
665,659,다음 중 합성어가 아닌 것은?,20150507,3946,이것,,A080000027,A080027003,A080027003,A080000027,4686
666,659,다음 중 합성어가 아닌 것은?,20150507,3947,올벼,정답,A080000027,A080027003,A080027003,A080000027,4686
667,659,다음 중 합성어가 아닌 것은?,20150507,3948,맛있다,,A080000027,A080027003,A080027003,A080000027,4686
668,658,다음 중 합성법에 의한 것은?,20150506,3941,맨먼저,,A070000148,A070148004,A070148004,A070000148,9765
669,658,다음 중 합성법에 의한 것은?,20150506,3942,늦더위,정답,A070000148,A070148004,A070148004,A070000148,9765
670,658,다음 중 합성법에 의한 것은?,20150506,3943,덧버선,,A070000148,A070148004,A070148004,A070000148,9765
671,658,다음 중 합성법에 의한 것은?,20150506,3944,정성껏,,A070000148,A070148004,A070148004,A070000148,9765
672,657,가음 중 단어 형성이 다른 것은?,20150504,3937,높푸르다,,A080000028,A080028008,A080028008,A080000028,4804
673,657,가음 중 단어 형성이 다른 것은?,20150504,3938,힘들다,,A080000028,A080028008,A080028008,A080000028,4804
674,657,가음 중 단어 형성이 다른 것은?,20150504,3939,앞뒤,,A080000028,A080028008,A080028008,A080000028,4804
675,657,가음 중 단어 형성이 다른 것은?,20150504,3940,깜박이,정답,A080000028,A080028008,A080028008,A080000028,4804
676,656,단어의 형성 방법이 다른 하나는?,20150501,3933,여닫다,정답,A080000013,A080013003,A080013003,A080000013,4663
677,656,단어의 형성 방법이 다른 하나는?,20150501,3934,드높다,,A080000013,A080013003,A080013003,A080000013,4663
678,656,단어의 형성 방법이 다른 하나는?,20150501,3935,낮추다,,A080000013,A080013003,A080013003,A080000013,4663
679,656,단어의 형성 방법이 다른 하나는?,20150501,3936,휘감다,,A080000013,A080013003,A080013003,A080000013,4663
680,655,다음 중 ( )속의 발음이 틀린 것은?,20150430,3929,백로(뱅노),,A080000121,A080121005,A080121005,A080000121,1202
681,655,다음 중 ( )속의 발음이 틀린 것은?,20150430,3930,없는(엄는),,A080000121,A080121005,A080121005,A080000121,1202
682,655,다음 중 ( )속의 발음이 틀린 것은?,20150430,3931,국민(궁민),,A080000121,A080121005,A080121005,A080000121,1202
683,655,다음 중 ( )속의 발음이 틀린 것은?,20150430,3932,신문(심문),정답,A080000121,A080121005,A080121005,A080000121,1202
684,654,다음 한자어 중 사이소리 현상이 일어나는 것은?,20150429,3925,방법,,A090000043,A090043003,A090043003,A090000043,2010
685,654,다음 한자어 중 사이소리 현상이 일어나는 것은?,20150429,3926,간단,,A090000043,A090043003,A090043003,A090000043,2010
686,654,다음 한자어 중 사이소리 현상이 일어나는 것은?,20150429,3927,외과,정답,A090000043,A090043003,A090043003,A090000043,2010
687,654,다음 한자어 중 사이소리 현상이 일어나는 것은?,20150429,3928,효과,,A090000043,A090043003,A090043003,A090000043,2010
688,653,다음 중 표기가 틀린 것은?,20150428,3921,구레나룻,,A090000043,A090043002,A090043002,A090000043,2010
689,653,다음 중 표기가 틀린 것은?,20150428,3922,곱배기,정답,A090000043,A090043002,A090043002,A090000043,2010
690,653,다음 중 표기가 틀린 것은?,20150428,3923,어리숙하다,,A090000043,A090043002,A090043002,A090000043,2010
691,653,다음 중 표기가 틀린 것은?,20150428,3924,일찍이,,A090000043,A090043002,A090043002,A090000043,2010
692,652,다음 중 표기가 틀린 것은?,20150427,3917,솔직히,,A070000089,A070089006,A070089006,A070000089,8875
693,652,다음 중 표기가 틀린 것은?,20150427,3918,넝쿨,,A070000089,A070089006,A070089006,A070000089,8875
694,652,다음 중 표기가 틀린 것은?,20150427,3919,우레,,A070000089,A070089006,A070089006,A070000089,8875
695,652,다음 중 표기가 틀린 것은?,20150427,3920,깡소주,정답,A070000089,A070089006,A070089006,A070000089,8875
696,651,다음 중 사이시옷의 쓰임이 옳지 않은 것은?,20150424,3913,그들은 서로 인사말을 주고받았다.,,A080000042,A080042008,A080042008,A080000042,4795
697,651,다음 중 사이시옷의 쓰임이 옳지 않은 것은?,20150424,3914,아이들은 등굣길이 마냥 즐거웠다.,,A080000042,A080042008,A080042008,A080000042,4795
698,651,다음 중 사이시옷의 쓰임이 옳지 않은 것은?,20150424,3915,빨랫줄에 옷을 널었다.,,A080000042,A080042008,A080042008,A080000042,4795
699,651,다음 중 사이시옷의 쓰임이 옳지 않은 것은?,20150424,3916,마굿간에는 말 두마리가 있다.,정답,A080000042,A080042008,A080042008,A080000042,4795
700,650,다음 중 표기가 올바르지 않은 것은?,20150423,3909,굵다랗다,,A070000148,A070148002,A070148002,A070000148,9077
701,650,다음 중 표기가 올바르지 않은 것은?,20150423,3910,깊숙하다,,A070000148,A070148002,A070148002,A070000148,9077
702,650,다음 중 표기가 올바르지 않은 것은?,20150423,3911,빛깔,,A070000148,A070148002,A070148002,A070000148,9077
703,650,다음 중 표기가 올바르지 않은 것은?,20150423,3912,짧다랗다,정답,A070000148,A070148002,A070148002,A070000148,9077
704,649,다음 중 표기가 올바르지 않은 것은?,20150422,3905,위채,,A080000058,A080058008,A080058008,A080000058,4965
705,649,다음 중 표기가 올바르지 않은 것은?,20150422,3906,위턱,,A080000058,A080058008,A080058008,A080000058,4965
706,649,다음 중 표기가 올바르지 않은 것은?,20150422,3907,윗눈썹,,A080000058,A080058008,A080058008,A080000058,4965
707,649,다음 중 표기가 올바르지 않은 것은?,20150422,3908,윗돈,정답,A080000058,A080058008,A080058008,A080000058,4965
708,648,다음 중 표기가 올바르지 않은 것은?,20150421,3901,깻잎,,A080000036,A080036002,A080036002,A080000036,4685
709,648,다음 중 표기가 올바르지 않은 것은?,20150421,3902,나무꾼,,A080000036,A080036002,A080036002,A080000036,4685
710,648,다음 중 표기가 올바르지 않은 것은?,20150421,3903,아랫니,,A080000036,A080036002,A080036002,A080000036,4685
711,648,다음 중 표기가 올바르지 않은 것은?,20150421,3904,제삿상,정답,A080000036,A080036002,A080036002,A080000036,4685
712,647,다음 중 표기가 올바르지 않은 것은?,20150420,3897,수나사,,A070000090,A070090005,A070090005,A070000090,8880
713,647,다음 중 표기가 올바르지 않은 것은?,20150420,3898,수소,,A070000090,A070090005,A070090005,A070000090,8880
714,647,다음 중 표기가 올바르지 않은 것은?,20150420,3899,수퇘지,,A070000090,A070090005,A070090005,A070000090,8880
715,647,다음 중 표기가 올바르지 않은 것은?,20150420,3900,수당나귀,정답,A070000090,A070090005,A070090005,A070000090,8880
716,646,다음 중 표기가 바르지 않은 것은?,20150417,3893,사글셋방,,A080000073,A080073008,A080073008,A080000073,4979
717,646,다음 중 표기가 바르지 않은 것은?,20150417,3894,셋째,,A080000073,A080073008,A080073008,A080000073,4979
718,646,다음 중 표기가 바르지 않은 것은?,20150417,3895,수퇘지,,A080000073,A080073008,A080073008,A080000073,4979
719,646,다음 중 표기가 바르지 않은 것은?,20150417,3896,가스렌지,정답,A080000073,A080073008,A080073008,A080000073,4979
720,645,다음 중 표준어가 아닌 것은?,20150416,3889,살쾡이,,A080000095,A080095006,A080095006,A080000095,8931
721,645,다음 중 표준어가 아닌 것은?,20150416,3890,장사치,,A080000095,A080095006,A080095006,A080000095,8931
722,645,다음 중 표준어가 아닌 것은?,20150416,3891,수캉아지,,A080000095,A080095006,A080095006,A080000095,8931
723,645,다음 중 표준어가 아닌 것은?,20150416,3892,어질머리,정답,A080000095,A080095006,A080095006,A080000095,8931
724,644,다음 ( )속의 말이 감탄사가 아닌 것은?,20150415,3885,(천만에) 그럴 리가 있나?,,A070000108,A070108008,A070108008,A070000108,8901
725,644,다음 ( )속의 말이 감탄사가 아닌 것은?,20150415,3886,(참) 오랜만일세!,,A070000108,A070108008,A070108008,A070000108,8901
726,644,다음 ( )속의 말이 감탄사가 아닌 것은?,20150415,3887,(글쎄) 해 봐야 알겠네.,,A070000108,A070108008,A070108008,A070000108,8901
727,644,다음 ( )속의 말이 감탄사가 아닌 것은?,20150415,3888,(너무)도 오래 기다렸다.,정답,A070000108,A070108008,A070108008,A070000108,8901
728,643,다음 중 ( )속의 조사의 쓰임이 어색한 것은?,20150414,3881,노인이 한 시간에 40리(를) 걸었다.,,A070000100,A070100001,A070100001,A070000100,8896
729,643,다음 중 ( )속의 조사의 쓰임이 어색한 것은?,20150414,3882,김 선생 아들은 벌써 유치원(을) 다닌다.,정답,A070000100,A070100001,A070100001,A070000100,8896
730,643,다음 중 ( )속의 조사의 쓰임이 어색한 것은?,20150414,3883,여기 와서는 아직 영화  구경(을) 한 번도 못 했다.,,A070000100,A070100001,A070100001,A070000100,8896
731,643,다음 중 ( )속의 조사의 쓰임이 어색한 것은?,20150414,3884,나는 아침 일찍 서울(을) 떠났다.,,A070000100,A070100001,A070100001,A070000100,8896
732,642,다음 문장 중 띄어쓰기가 바르게 된 것은?,20150413,3877,날씨가 흐리고 한두 차례 비가 올 전망이다.,정답,A070000087,A070087008,A070087008,A070000087,10819
733,642,다음 문장 중 띄어쓰기가 바르게 된 것은?,20150413,3878,어리다고 얕보다가는 큰 코 다친다.,,A070000087,A070087008,A070087008,A070000087,10819
734,642,다음 문장 중 띄어쓰기가 바르게 된 것은?,20150413,3879,영수는 나이는 어릴 망정 철은 다 들었다.,,A070000087,A070087008,A070087008,A070000087,10819
735,642,다음 문장 중 띄어쓰기가 바르게 된 것은?,20150413,3880,그녀가 죽은지 3년이나 되었다.,,A070000087,A070087008,A070087008,A070000087,10819
736,641,다음 중 모음조화가 제대로 지켜지지 않은 단어는?,20150410,3873,고와,,A080000046,A080046004,A080046004,A080000046,2852
737,641,다음 중 모음조화가 제대로 지켜지지 않은 단어는?,20150410,3874,서러워,,A080000046,A080046004,A080046004,A080000046,2852
738,641,다음 중 모음조화가 제대로 지켜지지 않은 단어는?,20150410,3875,놀라워,정답,A080000046,A080046004,A080046004,A080000046,2852
739,641,다음 중 모음조화가 제대로 지켜지지 않은 단어는?,20150410,3876,한스러워,,A080000046,A080046004,A080046004,A080000046,2852
740,640,다음 사이시옷의 사용이 잘못된 것은?,20150409,3869,베갯잇,,A080000066,A080066005,A080066005,A080000066,2870
741,640,다음 사이시옷의 사용이 잘못된 것은?,20150409,3870,나뭇잎,,A080000066,A080066005,A080066005,A080000066,2870
742,640,다음 사이시옷의 사용이 잘못된 것은?,20150409,3871,툇마루,,A080000066,A080066005,A080066005,A080000066,2870
743,640,다음 사이시옷의 사용이 잘못된 것은?,20150409,3872,댓가(代價),정답,A080000066,A080066005,A080066005,A080000066,2870
744,639,다음 중 우리말답지 않은 표현에 해당하는 것은?,20150408,3865,다음에는 선생님께서 말씀하시겠습니다.,,A090000003,A090003006,A090003006,A090000003,4709
745,639,다음 중 우리말답지 않은 표현에 해당하는 것은?,20150408,3866,나는 오늘도 떠나온 고향을 그리워한다.,,A090000003,A090003006,A090003006,A090000003,4709
746,639,다음 중 우리말답지 않은 표현에 해당하는 것은?,20150408,3867,여러분 이 자리에 참석해 주셔서 감사합니다.,,A090000003,A090003006,A090003006,A090000003,4709
747,639,다음 중 우리말답지 않은 표현에 해당하는 것은?,20150408,3868,갯벌 보존에 대해 밤새 토론을 가지게 되었다.,정답,A090000003,A090003006,A090003006,A090000003,4709
748,638,다음 중 가장 자연스러운 문장은?,20150407,3861,그는 도둑을 지키기 위해 방범창을 설치했다.,,A080000036,A080036001,A080036001,A080000036,4684
749,638,다음 중 가장 자연스러운 문장은?,20150407,3862,우리 회사는 환경 보호를 위해 정화한 폐수만을 내보낸다.,,A080000036,A080036001,A080036001,A080000036,4684
750,638,다음 중 가장 자연스러운 문장은?,20150407,3863,열차가 도착할 때 승객들 모두 안전선 밖으로 발을 들여놓고 있었다.,,A080000036,A080036001,A080036001,A080000036,4684
751,638,다음 중 가장 자연스러운 문장은?,20150407,3864,부산시 건설본부는 올해 말까지 광안대교를 완공할 계획이라고 밝혔다.,정답,A080000036,A080036001,A080036001,A080000036,4684
752,637,다음 중 ( )속의 단어의 표기가 올바른 것은?,20150406,3857,(안절부절하며) 복도를 서성거렸다.,,A090000011,A090011001,A090011001,A090000011,5261
753,637,다음 중 ( )속의 단어의 표기가 올바른 것은?,20150406,3858,제 (애닯은) 사연을 들어 보세요.,,A090000011,A090011001,A090011001,A090000011,5261
754,637,다음 중 ( )속의 단어의 표기가 올바른 것은?,20150406,3859,집 앞에 (얕으막한) 언덕이 있다.,,A090000011,A090011001,A090011001,A090000011,5261
755,637,다음 중 ( )속의 단어의 표기가 올바른 것은?,20150406,3860,컴퓨터 자판에 커피를 (엎질러) 버렸다.,정답,A090000011,A090011001,A090011001,A090000011,5261
756,583,다음 중 ( ) 속의 단어가 중심적 의미로 쓰인 것은?,20150403,3853,그와는 (발)이 잘 맞는다.,,A080000114,A080114007,A080114007,A080000114,1200
757,583,다음 중 ( ) 속의 단어가 중심적 의미로 쓰인 것은?,20150403,3854,그는 공을 차다가 (발)을 다쳤다.,정답,A080000114,A080114007,A080114007,A080000114,1200
758,583,다음 중 ( ) 속의 단어가 중심적 의미로 쓰인 것은?,20150403,3855,그와 싸운 후론 일체 (발)을 끊고 있다.,,A080000114,A080114007,A080114007,A080000114,1200
759,583,다음 중 ( ) 속의 단어가 중심적 의미로 쓰인 것은?,20150403,3856,그는 (발)이 넓어 아는 사람이 많다.,,A080000114,A080114007,A080114007,A080000114,1200
760,582,짧은 '안' 부정문으로 만들어도 어색하지 않은 것은?,20150402,3849,책을 읽어라.,,A010000172,A010172007,A010172007,A010000172,7810
761,582,짧은 '안' 부정문으로 만들어도 어색하지 않은 것은?,20150402,3850,소리가 분명하다.,,A010000172,A010172007,A010172007,A010000172,7810
762,582,짧은 '안' 부정문으로 만들어도 어색하지 않은 것은?,20150402,3851,진수는 학생이다.,,A010000172,A010172007,A010172007,A010000172,7810
763,582,짧은 '안' 부정문으로 만들어도 어색하지 않은 것은?,20150402,3852,철수가 공부를 한다.,정답,A010000172,A010172007,A010172007,A010000172,7810
764,581,문장의 종류를 잘못 지적한 것은?,20150401,3845,어머니께서 오늘도 바쁘시다. : 평서문,,A080000070,A080070005,A080070005,A080000070,4975
765,581,문장의 종류를 잘못 지적한 것은?,20150401,3846,저기에 계시는 분이 너의 어머니시니? : 의문문,,A080000070,A080070005,A080070005,A080000070,4975
766,581,문장의 종류를 잘못 지적한 것은?,20150401,3847,여기가 민족의 성지 백두산 천지로구나! : 감탄문,,A080000070,A080070005,A080070005,A080000070,4975
767,581,문장의 종류를 잘못 지적한 것은?,20150401,3848,아름다운 금수강산에 우리가 살았어라. : 명령문,정답,A080000070,A080070005,A080070005,A080000070,4975
768,580,다음 중 높임법의 사용이 잘못된 것은?,20150331,3841,교장 선생님의 말씀이 계시겠습니다.,정답,A080000124,A080124007,A080124007,A080000124,2718
769,580,다음 중 높임법의 사용이 잘못된 것은?,20150331,3842,(형이 동생에게) 철수야 할머니께 책을 드렸니?,,A080000124,A080124007,A080124007,A080000124,2718
770,580,다음 중 높임법의 사용이 잘못된 것은?,20150331,3843,(며느리가 시아버지에게) 아버님 아범이 출근하였습니다.,,A080000124,A080124007,A080124007,A080000124,2718
771,580,다음 중 높임법의 사용이 잘못된 것은?,20150331,3844,언니 할머니께서 오라셔.,,A080000124,A080124007,A080124007,A080000124,2718
772,579,우리말의 높임법(혹은 존대법) 체계에 비추어 볼 때 옳은 것은?,20150330,3837,할아버지께서는 이빨이 참 좋으십니다.,,A080000010,A080010006,A080010006,A080000010,1444
773,579,우리말의 높임법(혹은 존대법) 체계에 비추어 볼 때 옳은 것은?,20150330,3838,교수님은 두 살 따님이 계시다.,,A080000010,A080010006,A080010006,A080000010,1444
774,579,우리말의 높임법(혹은 존대법) 체계에 비추어 볼 때 옳은 것은?,20150330,3839,선생님 제 말씀 좀 들어 주십시오.,정답,A080000010,A080010006,A080010006,A080000010,1444
775,579,우리말의 높임법(혹은 존대법) 체계에 비추어 볼 때 옳은 것은?,20150330,3840,이 책은 우리 선생님이 준 책이야.,,A080000010,A080010006,A080010006,A080000010,1444
776,578,다음 중 어법에 맞는 문장은?,20150327,3833,할아버지께서는 돈이 많이 계시다.,,A080000034,A080034005,A080034005,A080000034,4797
777,578,다음 중 어법에 맞는 문장은?,20150327,3834,할아버지께서는 당신 손자가 제일 똑똑하다고 하신다.,정답,A080000034,A080034005,A080034005,A080000034,4797
778,578,다음 중 어법에 맞는 문장은?,20150327,3835,아버님 그이가 출근하셨어요.,,A080000034,A080034005,A080034005,A080000034,4797
779,578,다음 중 어법에 맞는 문장은?,20150327,3836,선생님께서 저에게 여쭈셨던 문제 풀었어요.,,A080000034,A080034005,A080034005,A080000034,4797
780,577,다음 중 ( )속의 띄어쓰기가 틀린 것은?,20150326,3829,어디 (가는데)?,,A080000045,A080045004,A080045004,A080000045,2849
781,577,다음 중 ( )속의 띄어쓰기가 틀린 것은?,20150326,3830,(후회할 걸) 왜 그랬어?,,A080000045,A080045004,A080045004,A080000045,2849
782,577,다음 중 ( )속의 띄어쓰기가 틀린 것은?,20150326,3831,벌써 (도착했는 걸).,정답,A080000045,A080045004,A080045004,A080000045,2849
783,577,다음 중 ( )속의 띄어쓰기가 틀린 것은?,20150326,3832,내가 (편지할게).,,A080000045,A080045004,A080045004,A080000045,2849
784,576,다음 ( )속의 단어맞춤법에 어긋난 것은?,20150325,3825,여행철이 되니 (찻간)마다 사람들이 만원이다.,,A080000114,A080114004,A080114004,A080000114,1203
785,576,다음 ( )속의 단어맞춤법에 어긋난 것은?,20150325,3826,섣불리 일을 하면 실수가 (반드시) 생긴다.,,A080000114,A080114004,A080114004,A080000114,1203
786,576,다음 ( )속의 단어맞춤법에 어긋난 것은?,20150325,3827,(빗쟁이)가 찾아왔다.,정답,A080000114,A080114004,A080114004,A080000114,1203
787,576,다음 ( )속의 단어맞춤법에 어긋난 것은?,20150325,3828,(숟가락)은 있는데 (젓가락)이 없다.,,A080000114,A080114004,A080114004,A080000114,1203
788,575,어미의 된소리 표기가 맞지 않는 것은?,20150324,3821,나도 같이 갈께.,정답,A070000105,A070105002,A070105002,A070000105,9021
789,575,어미의 된소리 표기가 맞지 않는 것은?,20150324,3822,우리도 함께 갈까?,,A070000105,A070105002,A070105002,A070000105,9021
790,575,어미의 된소리 표기가 맞지 않는 것은?,20150324,3823,나도 같이 갑니까?,,A070000105,A070105002,A070105002,A070000105,9021
791,575,어미의 된소리 표기가 맞지 않는 것은?,20150324,3824,나라고 못 갈쏘냐?,,A070000105,A070105002,A070105002,A070000105,9021
792,574,다음의 외래어 중 표기법에 맞는 단어의 수는? 기부스 슈퍼마켓 코메디 뷔페 초콜렛 악세사리 리더십 로봇,20150323,3817,2개,,A090000066,A090066003,A090066003,A090000066,2612
793,574,다음의 외래어 중 표기법에 맞는 단어의 수는? 기부스 슈퍼마켓 코메디 뷔페 초콜렛 악세사리 리더십 로봇,20150323,3818,3개,,A090000066,A090066003,A090066003,A090000066,2612
794,574,다음의 외래어 중 표기법에 맞는 단어의 수는? 기부스 슈퍼마켓 코메디 뷔페 초콜렛 악세사리 리더십 로봇,20150323,3819,4개,정답,A090000066,A090066003,A090066003,A090000066,2612
795,574,다음의 외래어 중 표기법에 맞는 단어의 수는? 기부스 슈퍼마켓 코메디 뷔페 초콜렛 악세사리 리더십 로봇,20150323,3820,5개,,A090000066,A090066003,A090066003,A090000066,2612
796,573,다음 중 ( )속의 단어의 표기가 바르지 않은 것은?,20150320,3813,이 주의 (하이라이트),,A070000118,A070118002,A070118002,A070000118,8905
797,573,다음 중 ( )속의 단어의 표기가 바르지 않은 것은?,20150320,3814,디지털 (텔레비전)의 방송 임박,,A070000118,A070118002,A070118002,A070000118,8905
798,573,다음 중 ( )속의 단어의 표기가 바르지 않은 것은?,20150320,3815,(헬멧) 착용 의무화 캠페인,,A070000118,A070118002,A070118002,A070000118,8905
799,573,다음 중 ( )속의 단어의 표기가 바르지 않은 것은?,20150320,3816,아기자기한 스토리의 로맨틱 (코메디),정답,A070000118,A070118002,A070118002,A070000118,8905
800,572,외래어 표기법이 옳은 것만으로 짝지어진 것은?,20150319,3809,샷시 색스폰,,A090000043,A090043004,A090043004,A090000043,2010
801,572,외래어 표기법이 옳은 것만으로 짝지어진 것은?,20150319,3810,스탠다드 앰블런스,,A090000043,A090043004,A090043004,A090000043,2010
802,572,외래어 표기법이 옳은 것만으로 짝지어진 것은?,20150319,3811,넌센스 에어컨,,A090000043,A090043004,A090043004,A090000043,2010
803,572,외래어 표기법이 옳은 것만으로 짝지어진 것은?,20150319,3812,캐비닛 포클레인,정답,A090000043,A090043004,A090043004,A090000043,2010
804,571,외래어 표기가 옳은 것으로만 묶인 것은?,20150318,3805,환타지 초코렛 토쿄,,A010000172,A010172005,A010172005,A010000172,7810
805,571,외래어 표기가 옳은 것으로만 묶인 것은?,20150318,3806,비젼 게임 몽골,,A010000172,A010172005,A010172005,A010000172,7810
806,571,외래어 표기가 옳은 것으로만 묶인 것은?,20150318,3807,모짜르트 도너츠 베이징,,A010000172,A010172005,A010172005,A010000172,7810
807,571,외래어 표기가 옳은 것으로만 묶인 것은?,20150318,3808,주스 달러 파리,정답,A010000172,A010172005,A010172005,A010000172,7810
808,636,( ) 속의 부분이 맞춤법에 맞는 것은?,20150317,3801,정희하고 수철이는 약속시간을 지켜서 (왔을껄).,,A070000164,A070164002,A070164002,A070000164,9797
809,636,( ) 속의 부분이 맞춤법에 맞는 것은?,20150317,3802,내가 어제 보니까 한수는 참 성실한 (학생이대).,,A070000164,A070164002,A070164002,A070000164,9797
810,636,( ) 속의 부분이 맞춤법에 맞는 것은?,20150317,3803,유미가 우리 제안을 어떻게 (생각할는지) 모르겠어.,정답,A070000164,A070164002,A070164002,A070000164,9797
811,636,( ) 속의 부분이 맞춤법에 맞는 것은?,20150317,3804,그 말을 듣고 어찌 (좋았든지) 겅중겅중 뛰었어.,,A070000164,A070164002,A070164002,A070000164,9797
812,635,다음 중 복수표준어가 아닌 것은?,20150316,3797,넝쿨-덩쿨,정답,A080000092,A080092004,A080092004,A080000092,1110
813,635,다음 중 복수표준어가 아닌 것은?,20150316,3798,부침질-지짐질,,A080000092,A080092004,A080092004,A080000092,1110
814,635,다음 중 복수표준어가 아닌 것은?,20150316,3799,새앙-생강,,A080000092,A080092004,A080092004,A080000092,1110
815,635,다음 중 복수표준어가 아닌 것은?,20150316,3800,엿가락-엿가래,,A080000092,A080092004,A080092004,A080000092,1110
816,568,다음 중 국어 순화의 대상이 되는 말은?,20150313,3793,호랑이가 (아가리)를 떡 벌렸다.,,A070000091,A070091005,A070091005,A070000091,8890
817,568,다음 중 국어 순화의 대상이 되는 말은?,20150313,3794,고사에는 돼지 (대가리)를 놓곤 한다.,,A070000091,A070091005,A070091005,A070000091,8890
818,568,다음 중 국어 순화의 대상이 되는 말은?,20150313,3795,그는 직장에서 (모가지)가 떨어졌다.,정답,A070000091,A070091005,A070091005,A070000091,8890
819,568,다음 중 국어 순화의 대상이 되는 말은?,20150313,3796,(주둥이)가 넓은 병을 사 오너라.,,A070000091,A070091005,A070091005,A070000091,8890
820,567,국어 순화의 대상이 아닌 것은?,20150312,3789,외래어,,A080000130,A080130001,A080130001,A080000130,2726
821,567,국어 순화의 대상이 아닌 것은?,20150312,3790,방언,정답,A080000130,A080130001,A080130001,A080000130,2726
822,567,국어 순화의 대상이 아닌 것은?,20150312,3791,비어,,A080000130,A080130001,A080130001,A080000130,2726
823,567,국어 순화의 대상이 아닌 것은?,20150312,3792,은어,,A080000130,A080130001,A080130001,A080000130,2726
824,566,다음 중 주체높임 표현이 아닌 것은?,20150311,3785,할머니께서는 아직 귀가 밝으십니다.,,A090000058,A090058002,A090058002,A090000058,10784
825,566,다음 중 주체높임 표현이 아닌 것은?,20150311,3786,나는 아버지를 모시고 집으로 왔다.,정답,A090000058,A090058002,A090058002,A090000058,10784
826,566,다음 중 주체높임 표현이 아닌 것은?,20150311,3787,선생님께서는 그 책을 읽으셨다.,,A090000058,A090058002,A090058002,A090000058,10784
827,566,다음 중 주체높임 표현이 아닌 것은?,20150311,3788,아버지께서는 집에 계신다.,,A090000058,A090058002,A090058002,A090000058,10784
